student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail
S05734,Female,16,High School,Medium,Yes,Quiet,3.41,91.1,6.79,1.5,71.8,62.6,4,No,49.7,50.9,60.2,32.9,48.3,2.04,Fail
S05735,Female,16,Bachelor,Low,Yes,Noisy,4.4,74,6.45,1.2,59.8,71.8,2,Yes,55.3,74.9,55.1,43.4,56.1,2.23,Pass
S05736,Male,18,High School,Medium,Yes,Quiet,2.18,94.3,8.04,0.7,86.9,73,1,No,37.3,36,56.8,35.1,41.2,1.07,Fail
S05737,Male,17,High School,Medium,Yes,Quiet,2.43,71.8,6.74,1.4,72.8,81.2,3,No,47.4,44.9,45.3,35.8,41.8,1.93,Fail
S05738,Male,15,Master,Low,Yes,Quiet,4.22,95.1,8.92,2.4,77.8,86.1,3,No,54.8,70.7,60.7,54.2,58.9,2.35,Pass
S05739,Female,17,High School,Medium,Yes,Quiet,3.85,72.8,7.05,3,80.8,69.2,4,No,70.6,58.5,62.8,58.4,60.9,2.21,Pass
S05740,Male,16,Bachelor,High,Yes,Moderate,3.72,75.3,7.16,1.7,87.9,86.2,2,No,37.7,42.5,44.2,42.7,41.8,1.48,Fail
S05741,Male,18,Bachelor,Low,Yes,Noisy,2.53,86.4,9.24,1.7,84.3,57.7,2,No,63.9,61,57.5,59.5,57,1.88,Pass
S05742,Male,18,Bachelor,High,Yes,Moderate,1.28,78.9,7.31,0.9,100,80.6,5,Yes,40.8,40.4,31.5,32.8,40.2,1.48,Fail
S05743,Male,17,Master,Low,No,Moderate,2.15,79.5,6.29,2.8,53.4,59,3,No,35.9,40.7,33.1,35.3,36.3,1.64,Fail
S05744,Female,17,Bachelor,Medium,Yes,Noisy,1.79,69.7,5.98,2.6,71.4,59.5,0,No,27.8,37,35.7,29.1,30.6,1.33,Fail
S05745,Female,15,Bachelor,Medium,Yes,Quiet,3.7,81.7,6.54,3.1,96.2,85.5,1,No,37.2,58,64.1,49.3,52.3,1.67,Pass
S05746,Male,18,Master,Medium,Yes,Moderate,3.34,93.8,7.24,1.7,100,36.5,1,No,44.2,52.7,42.2,55.5,50.7,1.66,Pass
S05747,Male,17,Bachelor,Low,Yes,Moderate,2.28,100,7.91,1.1,97.5,79.9,1,Yes,63.4,55.2,59.8,48.8,57.6,2.36,Pass
S05748,Female,15,High School,Medium,Yes,Quiet,2.49,93.3,5.5,2.5,87.6,73,1,Yes,43.4,61.5,60.8,51.8,52.3,1.71,Pass
S05749,Female,16,High School,High,Yes,Moderate,3.57,91.8,7,3.3,93.2,72.5,1,Yes,35.7,30.6,53.3,45.5,41.1,1.56,Fail
S05750,Male,17,High School,Low,Yes,Moderate,2.62,68.1,8.28,1.2,92.7,94.3,3,No,53.3,56,55.1,56.2,56.9,2.11,Pass
S05751,Female,16,Bachelor,High,Yes,Moderate,2.3,84.7,7.26,1.6,71.4,53.9,1,No,39.8,44,28.2,36.3,36.4,1.04,Fail
S05752,Female,15,Master,Medium,Yes,Quiet,5.37,78.5,8.36,0.7,89.2,52.3,4,No,70.8,68.8,74.9,65.7,70.2,3.36,Pass
S05753,Male,16,High School,High,Yes,Quiet,2.34,69.9,5.49,0.7,65.5,86.6,3,Yes,79.5,71.4,71.3,54.9,68.5,2.56,Pass
S05754,Female,18,High School,Low,Yes,Quiet,3.8,72.3,6.77,1.7,82.1,66.8,0,No,42.5,35.5,39.8,41.6,40.6,1.45,Fail
S05755,Female,18,Master,Medium,Yes,Quiet,3.47,91.7,7.12,1.2,72.7,88.2,1,No,73.8,76,75.8,61.8,73.3,2.82,Pass
S05756,Male,16,Master,Low,Yes,Moderate,1.17,79.4,7.55,3.7,87.2,79.9,4,No,27.2,44.9,39.7,33.5,41,1.46,Fail
S05757,Male,18,Bachelor,High,Yes,Quiet,2.19,70.2,6.15,2.5,72.1,75,1,Yes,35.2,43.8,35.3,39.4,38.1,2.02,Fail
S05758,Female,15,High School,Medium,Yes,Moderate,3.98,78.6,7.42,4.4,81.1,66.9,1,No,47.7,53,36.9,29,41.7,1.7,Fail
S05759,Male,18,High School,Medium,Yes,Quiet,2.84,87.9,7.49,4.4,64.9,66.2,3,No,52.1,40.7,43.9,43.3,44.9,1.94,Fail
S05760,Female,16,High School,Low,Yes,Moderate,1.24,78.3,6.93,2.5,74.5,99.8,1,No,57,48.8,39.3,36.1,45.5,1.72,Fail
S05761,Male,16,High School,High,Yes,Noisy,3.47,72.9,7.47,0,97.5,60.8,1,No,56.7,58.1,55.1,49.5,57.7,2.84,Pass
S05762,Female,16,High School,Medium,Yes,Noisy,2.3,75.8,7.32,3.1,52.2,85.6,2,Yes,35.8,49.2,43.5,29.3,40.3,1.45,Fail
S05763,Male,17,Bachelor,Medium,Yes,Moderate,3.52,93.8,6.34,4.2,80.9,56.2,2,Yes,48,38.6,45.3,50.1,44.8,1.74,Fail
S05764,Female,16,High School,Medium,Yes,Quiet,6.23,64.2,6.84,3.4,100,56.6,1,Yes,65.3,60,60,78.6,66.8,2.49,Pass
S05765,Female,15,High School,High,Yes,Quiet,3.46,82.3,5.75,3,93.4,72.7,3,Yes,56.2,59,47.9,50.3,54.1,1.65,Pass
S05766,Female,18,High School,Medium,No,Moderate,3.73,83.8,5.5,2.1,81.3,67.7,5,No,65.8,56.3,78.7,61.3,63,2.46,Pass
S05767,Male,18,Bachelor,Low,Yes,Noisy,2.7,77.4,7.25,0.7,91.3,84.4,3,No,40.3,35.6,49.7,53.3,45,1.84,Fail
S05768,Male,17,Bachelor,High,Yes,Moderate,1.66,75.4,5.11,3.4,69,65.8,5,Yes,57.5,57.3,53.3,61.5,59.3,2.17,Pass
S05769,Female,17,Bachelor,Medium,Yes,Moderate,4.23,94.8,6.76,2.2,91,62.2,1,Yes,58.2,52.5,64.5,58.7,56.1,2.24,Pass
S05770,Female,15,High School,Medium,Yes,Moderate,2.27,94.8,7.41,3,98.5,50.9,3,No,55.3,56.3,75.1,48.8,62.7,2.46,Pass
S05771,Male,16,High School,Low,Yes,Moderate,2.72,86.1,7.02,1.6,83.5,100,3,No,69,72.7,75.8,74,69.3,2.66,Pass
S05772,Male,17,High School,High,No,Moderate,5.15,79.6,9.19,5.5,95.1,47.8,3,No,60.6,46.5,56.5,87.4,60.7,2.52,Pass
S05773,Male,18,High School,Low,Yes,Quiet,2.59,86.1,7.43,2.9,64.8,100,1,Yes,52.6,44.4,52.9,37.6,45.4,1.79,Fail
S05774,Male,17,Master,Medium,Yes,Quiet,4.46,89,6.73,1.9,62.6,80.1,2,No,62.2,53.2,51.5,40.3,50.8,1.83,Pass
S05775,Male,17,PhD,High,No,Moderate,3.46,83.9,7.61,0.8,91.7,76.8,5,No,51.5,57.2,48.4,58.6,54.8,2.24,Pass
S05776,Male,16,Bachelor,Low,Yes,Noisy,2.34,89.3,5.69,0.4,100,47.4,4,No,52.5,48.2,65.8,53.2,55.8,1.9,Pass
S05777,Female,17,Master,High,Yes,Moderate,3.41,81.5,8,3.4,81.4,78.2,2,No,46.6,45.9,50.2,37.9,48.8,1.62,Fail
S05778,Male,15,Bachelor,Medium,Yes,Moderate,2.14,53.5,6.5,1.6,93.3,46.7,1,No,60.9,42.6,42.2,35,46.1,1.47,Fail
S05779,Female,18,High School,Medium,Yes,Quiet,4.09,83.1,8.11,1.8,40,67.5,5,Yes,39.1,36.6,62.8,50.5,48.7,1.76,Fail
S05780,Male,16,PhD,Medium,Yes,Moderate,4.5,91.8,7.4,1.7,89.2,86.5,5,No,76.7,64.9,61.8,54.2,67.5,2.74,Pass
S05781,Male,18,High School,Medium,Yes,Quiet,3.06,85.3,7.63,0.9,72.6,48.4,1,No,48.3,48.4,39.9,43.2,43.5,1.59,Fail
S05782,Female,15,Bachelor,Low,Yes,Moderate,4.61,88.4,6.45,2.1,100,79.8,0,Yes,82,71,80.8,90.5,81.1,3.02,Pass
S05783,Female,15,High School,Low,No,Moderate,3.19,82.3,5.86,2.6,91.6,64.6,1,No,36.4,41.8,51.1,56.4,46.8,1.67,Fail
S05784,Male,17,High School,High,Yes,Moderate,4.1,83.1,5.84,1,81.3,78.5,1,No,52.1,63.2,38.5,69.2,58.5,2.36,Pass
S05785,Female,17,Bachelor,Low,Yes,Quiet,6.54,86.7,5.28,3,71.8,49.9,3,No,53.1,57.1,63.4,59.2,56.7,2.21,Pass
S05786,Female,17,Bachelor,High,Yes,Moderate,5.97,100,6.62,0.7,99.2,89.9,4,No,83.2,73.8,71.8,88.5,80.7,2.71,Pass
S05787,Female,18,High School,Low,Yes,Quiet,2.78,93.4,6.41,1.8,99.6,80.4,1,Yes,56.2,52.2,59.4,52.8,55.7,1.79,Pass
S05788,Female,15,High School,Medium,Yes,Quiet,3.35,92.1,8.01,3,67.9,57.4,3,No,57.4,56,50.7,56.6,54.5,2.4,Pass
S05789,Male,16,High School,High,Yes,Moderate,1.74,87,5.97,2.5,97.6,58.3,4,No,37.5,41.4,43.8,42.5,40.4,1.43,Fail
S05790,Female,17,PhD,Low,Yes,Moderate,3.96,71.7,9.19,0,95.2,89.1,2,Yes,64.9,55.3,67.8,70.2,63.6,2.19,Pass
S05791,Male,18,Master,High,Yes,Quiet,3.47,97.3,6,0,84.1,63.6,2,No,67.6,66.2,72.3,69.7,70,3.26,Pass
S05792,Male,17,Bachelor,Medium,Yes,Noisy,2.07,94.1,6.09,3.4,92.4,57.4,1,No,42.6,46.1,48.6,42.1,50,2.29,Pass
S05793,Male,15,High School,Medium,Yes,Moderate,4.42,88.7,5.52,3.5,88.5,77.8,4,No,55.4,55.6,70.1,53.3,60.2,2.52,Pass
S05794,Male,16,Master,Medium,Yes,Moderate,2.68,84.6,7.01,3.2,64.4,79.7,2,Yes,40.3,50.4,58.3,59.7,54.9,2.3,Pass
S05795,Female,15,High School,Medium,Yes,Moderate,2.37,90.5,6.68,2.2,85.4,61.7,2,No,64.1,55.1,53,46.6,53.2,2.27,Pass
S05796,Female,18,High School,Medium,Yes,Moderate,3.48,82.7,6.89,2.1,78.1,91.5,2,No,53.2,69.1,53.9,57.5,57.5,2.22,Pass
S05797,Male,17,High School,Medium,Yes,Moderate,2.44,92.3,7.41,2.3,63.7,70,2,No,52.1,43.8,41.1,48.6,45.6,1.57,Fail
S05798,Male,15,Master,Medium,No,Noisy,2.96,76.6,7.98,3.4,68.2,83.7,1,No,40.9,41.6,51.7,50.3,49.1,1.65,Fail
S05799,Male,18,High School,Low,Yes,Noisy,5.1,65.9,5.83,2.3,55.1,83.6,2,No,48.8,39.3,35,45.9,42.9,1.61,Fail
S05800,Male,17,High School,High,Yes,Moderate,2.26,73,7.02,3.1,53.9,50.1,3,No,43.8,41.4,46.4,47.5,44.5,1.96,Fail
S05801,Female,16,Bachelor,High,Yes,Moderate,3.81,86.4,7.86,4.5,71.3,87.4,3,Yes,40.2,37.1,34.1,53,40.9,1.41,Fail
S05802,Male,15,High School,Medium,Yes,Quiet,2.3,82,5.91,1,96.6,85.3,2,No,47.5,43,52.9,43.9,47.6,1.78,Fail
S05803,Female,17,Bachelor,Medium,Yes,Quiet,1.83,83.5,9.76,2.2,60.6,75,0,Yes,44.6,57.3,41.4,36.3,44.6,1.43,Fail
S05804,Male,17,Bachelor,Medium,Yes,Moderate,2.9,72,9.34,1.2,62,33.8,1,No,38.9,40.3,26.7,35.6,33.5,1.91,Fail
S05805,Male,17,Bachelor,Medium,Yes,Noisy,6.22,88,6.92,1.9,100,73.5,1,No,70.3,80.7,79.3,65.7,75.8,2.61,Pass
S05806,Male,17,High School,Medium,Yes,Moderate,3.94,74.6,5.89,2.3,65.7,56.4,1,Yes,34.1,50.8,45.2,47.2,44.4,1.62,Fail
S05807,Male,15,High School,High,Yes,Moderate,3.55,90,6.02,1.2,80.5,49.5,3,No,50.7,28.1,44.6,56.3,40.6,1.47,Fail
S05808,Female,17,Master,Low,Yes,Quiet,2.37,70.9,7.23,0.1,87.5,67.6,2,No,48.2,56.9,53.5,57.8,50.5,1.35,Pass
S05809,Female,18,Master,Medium,Yes,Moderate,2.54,76.6,7.64,0.5,77,37.3,4,Yes,54,40.4,53.3,38.5,49.4,2.02,Fail
S05810,Female,15,High School,High,Yes,Moderate,1.22,75.3,5.16,3.2,79.3,68.4,3,No,35.1,33.7,34.9,28.5,31.8,1.32,Fail
S05811,Male,17,High School,Medium,Yes,Moderate,5.15,90.7,6.05,1.5,67.9,86.4,5,No,39.5,42.2,35.5,43.8,41.3,1.07,Fail
S05812,Male,15,High School,High,Yes,Quiet,3.32,80.4,7.14,2.2,70.3,78.2,2,No,51.9,70.4,58.3,60,56.6,2.02,Pass
S05813,Female,18,Bachelor,Medium,Yes,Moderate,3.22,89.2,5.6,2.6,84.8,87.6,0,No,66.1,74.1,51.2,53.1,61,2.51,Pass
S05814,Female,18,Bachelor,Low,Yes,Noisy,3.24,96.4,6.7,3.9,62,65.2,1,Yes,46.5,54.4,62.4,62.4,57.6,2.19,Pass
S05815,Male,15,High School,High,Yes,Noisy,5.51,100,7.43,2.1,100,76.8,0,No,74,64.4,68.7,69.1,69.2,2.88,Pass
S05816,Male,17,Bachelor,Medium,Yes,Noisy,3.36,87.3,6.84,2.9,53.1,53.7,0,Yes,32.2,32,44.3,52.2,37.5,1.52,Fail
S05817,Female,17,Bachelor,Medium,Yes,Quiet,2.77,74,6.27,0.8,83.2,40.8,0,No,41.4,49.8,35.3,25.6,39.4,1.19,Fail
S05818,Male,18,Master,Low,Yes,Noisy,5.16,97.5,7.09,2.3,64.1,53.3,2,No,53.9,50.4,43.1,53.9,52,2.11,Pass
S05819,Male,17,High School,Medium,Yes,Noisy,2.84,100,7.51,1,87.1,58.9,2,Yes,59.9,64.7,55.9,67.3,63.2,2.15,Pass
S05820,Female,18,High School,Medium,Yes,Noisy,0.97,84.4,6.08,2.3,65.4,58.3,1,Yes,44.4,42.2,34.3,48.7,44.4,2.32,Fail
S05821,Male,17,High School,Low,Yes,Noisy,1.17,98.2,7.34,2.7,88.9,88.4,2,No,59.7,46.1,47.1,56.1,54.9,2.05,Pass
S05822,Female,18,Master,Medium,Yes,Noisy,2.77,88.3,7.32,2.1,92.2,67.7,1,No,53.4,41.4,58.9,37.6,47.1,1.48,Fail
S05823,Male,16,Master,Medium,Yes,Quiet,3.35,68.4,7.52,1.9,93.5,100,1,No,61.5,51.5,63.2,65.3,62.4,2.5,Pass
S05824,Female,17,Bachelor,Low,Yes,Quiet,3.99,78.7,7.26,2.9,72.7,92.9,0,No,67.7,55.7,62.2,64.3,62.7,2.94,Pass
S05825,Male,17,High School,Medium,Yes,Moderate,1.9,79.9,7.13,1.9,100,54.9,1,Yes,42.7,50.8,40.5,54,48.2,2.08,Fail
S05826,Female,17,High School,Medium,No,Moderate,2.73,81.4,6.84,1.9,80.8,85.4,2,No,45.5,62.8,38.2,64.3,52.8,2.46,Pass
S05827,Female,15,High School,Low,Yes,Quiet,2.03,75.7,6.7,0.9,79.4,85.7,3,Yes,48.7,56.9,35.5,45.7,48.4,1.85,Fail
S05828,Female,17,Bachelor,Medium,Yes,Moderate,4.34,75.4,7.72,3.3,88.3,64.6,0,No,68.7,62.5,62.1,63.6,67.5,2.15,Pass
S05829,Female,15,High School,Medium,Yes,Quiet,4.54,98.5,6.9,2.4,55.5,70.3,2,No,43.1,39.2,47.5,60,44.8,1.95,Fail
S05830,Male,15,High School,Low,Yes,Quiet,5.35,67.6,7.54,1.8,76.6,60.1,2,No,75.5,61.6,64,58.2,63.3,2.53,Pass
S05831,Male,18,Bachelor,Medium,Yes,Quiet,3.42,77.8,7.52,0.9,85.5,100,2,No,68.6,45.4,54.7,62.2,56.7,1.97,Pass
S05832,Female,15,High School,Medium,Yes,Quiet,5.24,91.2,6.06,6,71.3,94.2,2,No,40.8,58.6,44.9,57.4,48.2,1.65,Fail
S05833,Male,15,Bachelor,High,Yes,Moderate,2.17,79.4,6.68,0,79.4,65.6,1,Yes,51,39.3,33.3,46.7,41.9,1.4,Fail
S05834,Male,16,High School,Low,Yes,Noisy,3.26,89,6.95,1.4,100,93.4,2,No,46.2,49.2,39.9,38.6,43.2,1.78,Fail
S05835,Male,17,Master,Medium,No,Moderate,1.73,81,7.09,1.8,68,63.3,3,Yes,45.7,64.9,43.3,54.9,50.5,2.38,Pass
S05836,Male,15,Bachelor,Low,Yes,Moderate,3.69,89.4,7.43,3.9,92,84.3,0,No,61,63.7,75.2,63.4,66.8,2.43,Pass
S05837,Male,17,Master,Medium,No,Quiet,3.34,74.6,7.18,2,70.6,73.8,5,Yes,48.9,48.8,53.2,50.3,46.1,1.93,Fail
S05838,Female,15,Bachelor,Medium,Yes,Moderate,0.5,66.4,7.04,2.8,81.2,68.7,2,No,26.9,23,9.2,30.9,22.3,0.54,Fail
S05839,Female,18,Master,Medium,Yes,Noisy,4.33,81,6.56,1.8,88,54.7,0,Yes,25.7,41.9,36.8,27.2,32.8,1.65,Fail
S05840,Female,16,Master,Medium,Yes,Moderate,4.03,67.1,8.06,5.3,92.4,61.3,2,Yes,45,55.5,41.8,50.8,48.4,1.44,Fail
S05841,Female,15,Bachelor,High,Yes,Quiet,2.33,84.3,7.35,3.1,85.6,79.1,3,Yes,50.2,54.8,58.6,63.3,55,2.57,Pass
S05842,Male,17,Master,Medium,Yes,Noisy,3.34,73.6,6.89,1.5,91.2,71,0,No,59.9,38.8,44.8,62.4,50.2,2.04,Pass
S05843,Male,18,High School,High,Yes,Noisy,1.21,73.8,6.61,3.6,77.3,65,4,No,15.9,30,36.7,42.3,29.1,1.37,Fail
S05844,Female,17,High School,Low,Yes,Quiet,2.08,99.7,7.28,2.1,73.5,91.8,1,Yes,34.8,47.8,46.9,46.7,45,1.94,Fail
S05845,Male,18,High School,Medium,Yes,Quiet,5,87.7,7.03,5.2,95.5,71.9,2,No,60.7,57.8,63.9,67,65.5,2.57,Pass
S05846,Male,16,Bachelor,Medium,Yes,Quiet,1.61,69.6,5.48,4.5,52.4,70,2,No,31.1,33.8,36.8,38.2,34.1,1.51,Fail
S05847,Female,18,Bachelor,Medium,Yes,Quiet,3.01,84.5,6.01,2.9,73.9,61.9,2,Yes,58.1,39.2,48.5,40.1,43.7,1.73,Fail
S05848,Male,17,Master,Low,No,Noisy,1.32,83.6,8.3,2.1,76.3,74.4,1,No,32.2,37.5,44,27.3,36.9,1.64,Fail
S05849,Female,17,High School,High,Yes,Noisy,3.41,64.3,7.37,1.5,82.7,78.9,3,No,61.3,73.1,62.9,52.6,60.9,2.45,Pass
S05850,Female,15,Bachelor,Low,Yes,Moderate,3.68,88.5,6.36,3.8,93.5,72.2,3,No,43.4,54.1,44.9,40.1,43.4,2,Fail
S05851,Male,18,High School,Low,Yes,Moderate,3.87,94.5,6.63,4.7,83.1,78.8,2,No,56.5,64,54.3,47.9,54.3,2.21,Pass
S05852,Male,17,Bachelor,Medium,Yes,Moderate,3.56,80.8,6.14,2.1,76.7,60.1,2,Yes,63.8,57.6,50,49.5,55.4,2.2,Pass
S05853,Female,15,High School,Medium,No,Quiet,4.71,82.1,6.48,3.2,92.5,53.7,3,No,76.4,53,62.3,64.9,67.7,2.55,Pass
S05854,Female,16,Master,Medium,No,Moderate,2.34,79.4,8.02,3.3,84.3,66.1,4,Yes,31.5,32.8,34.8,23.1,31,1.61,Fail
S05855,Male,17,High School,Medium,No,Noisy,1.73,88.9,6.82,3.8,81.9,76.4,0,No,38.1,41.6,55.8,49.1,48.5,1.67,Fail
S05856,Female,15,High School,Medium,Yes,Noisy,2.3,82.5,7.83,1.3,100,85.5,5,No,46.1,58.9,54,60.9,54,2.35,Pass
S05857,Female,17,Master,Medium,No,Quiet,1.38,82.9,8.63,3.2,94.5,100,1,No,30.4,60.4,45.4,40.4,44.4,1.93,Fail
S05858,Female,18,Bachelor,Medium,Yes,Moderate,3.09,76.9,6.6,5.9,100,79.7,5,Yes,43.8,34.1,43.9,31.8,42.6,2.05,Fail
S05859,Male,15,High School,High,No,Quiet,2.83,100,5.7,2.6,50.7,39.6,0,No,41.1,36.7,47.4,46.1,44.4,1.91,Fail
S05860,Female,18,Bachelor,High,Yes,Moderate,3.57,82.4,7.43,3.2,99.4,87.6,4,Yes,59.6,54.5,61.7,52.2,56.8,1.84,Pass
S05861,Male,16,High School,Medium,Yes,Moderate,1.06,92,6.18,3.1,100,76.2,2,No,32.1,42.2,45.9,38.2,40.7,1.72,Fail
S05862,Female,18,PhD,Low,Yes,Quiet,2.98,87.7,7,3.3,69.8,59.6,2,No,50.5,48.1,39,56.3,46.7,1.6,Fail
S05863,Male,15,Bachelor,High,Yes,Moderate,4.46,59.4,7.17,0.8,78.3,82.4,2,No,66,69,66.2,71.5,66.4,3.08,Pass
S05864,Female,17,High School,Low,Yes,Moderate,3.69,81.3,8.86,5.6,81.3,76.3,2,No,46,39.6,42.4,45.5,44.2,1.98,Fail
S05865,Male,15,Bachelor,Low,Yes,Quiet,0.73,73.5,7.32,2.6,73.3,62.8,2,No,20.9,34.5,42.6,51,35.7,1.29,Fail
S05866,Male,18,High School,Low,Yes,Noisy,2.99,94.8,6.54,3.3,74.9,71.8,2,Yes,50.7,53.3,45.1,47.3,50,1.91,Pass
S05867,Male,18,Master,Low,Yes,Quiet,2.12,72.3,7.63,2.6,100,56.6,4,No,25.3,30,43.4,32.1,31.6,0.98,Fail
S05868,Female,17,Master,High,Yes,Quiet,3.02,89.9,7.82,3.9,80,67,1,No,33.5,47.2,51.2,57.2,48.9,2.12,Fail
S05869,Female,16,Master,Medium,Yes,Quiet,2.54,95,8.2,1.7,88.8,50.4,0,No,50.1,55.9,56.7,55.9,53.7,2.19,Pass
S05870,Female,15,High School,High,Yes,Quiet,5.09,87.8,6.08,0.5,85.6,76.4,3,No,68.3,61.2,73.1,85.2,71.8,2.93,Pass
S05871,Male,17,High School,Low,No,Moderate,3.1,85,8.29,2.3,81.4,75.6,4,No,50,57.3,47.4,48.9,51.4,2.09,Pass
S05872,Female,17,High School,Medium,Yes,Moderate,3.38,81,9.29,3.2,63.1,87,1,Yes,40.4,58.1,47.2,64.6,55.8,2.16,Pass
S05873,Male,17,Bachelor,High,No,Moderate,2.95,83.8,8.27,2,94.5,85,1,No,35.2,46.5,48.3,39.3,42.7,1.53,Fail
S05874,Female,15,Bachelor,High,Yes,Quiet,3.57,71.6,8.45,1.5,79.3,60.1,1,No,46.1,55.5,31.1,41.6,43.1,1.44,Fail
S05875,Male,15,Bachelor,Medium,Yes,Quiet,2.74,86.8,6.57,3,56.6,75.8,4,No,38.3,46.3,59,46,47.5,2.33,Fail
S05876,Male,15,Master,Low,Yes,Moderate,3.93,95.5,8.69,1.1,82.4,76.3,3,Yes,46.9,45.5,42.6,41.8,45.5,1.59,Fail
S05877,Male,16,High School,Medium,Yes,Moderate,2.53,76.3,6.52,4,84.6,58,3,Yes,24.7,36.2,36,39.3,36.2,1.65,Fail
S05878,Female,17,High School,Medium,No,Quiet,4.65,85.2,6.96,2,97.4,83.6,2,No,50,57.4,64.7,51.2,57.1,2.28,Pass
S05879,Female,18,High School,Medium,Yes,Quiet,3.6,84,6.54,3.2,59.8,65.3,2,No,21.3,39.2,43.8,40,40,1.93,Fail
S05880,Female,18,High School,Medium,No,Quiet,2.82,88.1,6.42,0.8,78.3,60.3,0,No,37.1,51,55.1,42.9,48.1,1.58,Fail
S05881,Male,17,High School,Medium,Yes,Quiet,4.01,79.6,6.99,4.5,69.8,67.5,3,No,60,55.6,46,59.6,55.3,2.33,Pass
S05882,Male,18,Bachelor,Medium,Yes,Quiet,3.59,69.9,5.85,3.2,67.5,44.7,1,Yes,55.8,48.2,46.5,54.5,50.7,1.98,Pass
S05883,Female,16,High School,Medium,Yes,Moderate,3.99,73.8,6.31,3.4,83.4,43.4,4,No,51.1,50.8,66.6,57.6,55.8,1.87,Pass
S05884,Female,16,High School,Low,Yes,Quiet,3.1,61.8,6.03,0.6,73.3,78.7,4,No,23.2,25.8,32.4,35.6,27.8,1.46,Fail
S05885,Female,15,Master,Medium,No,Quiet,2.71,92.8,8.53,1.4,87.6,60.1,2,No,46.2,57.8,52.6,42,52.3,1.97,Pass
S05886,Male,15,High School,Medium,Yes,Moderate,3.16,89,8.62,2.8,66.6,51.7,2,No,53.6,33.3,40.1,43.3,46.1,1.79,Fail
S05887,Male,15,Bachelor,Low,Yes,Moderate,2.4,84.9,9.55,0.9,77.9,45.6,3,No,43.9,42,50.4,44.6,45.9,1.91,Fail
S05888,Male,15,High School,Medium,Yes,Moderate,4.18,78,6.93,1.6,84.3,50.9,5,No,51.7,62,57.3,56.6,55.8,2.3,Pass
S05889,Male,15,Bachelor,Low,Yes,Quiet,4.76,83.4,7.03,3.6,86.3,58.5,1,No,64.4,50.4,68.1,65.3,61.6,2.7,Pass
S05890,Male,18,Master,Medium,Yes,Moderate,3.69,84.7,7.77,1.6,82.8,40.1,2,No,42.7,42,38.8,34.4,41,1.54,Fail
S05891,Female,18,High School,High,Yes,Moderate,4.7,79.8,5.72,3.1,79.4,79.9,2,No,55.5,66.2,66.3,63.8,62.9,2.25,Pass
S05892,Male,15,Bachelor,Low,Yes,Quiet,4.35,80.2,6.02,1.3,71.3,76.2,2,No,68.6,59.3,51.4,52.2,58.4,2.31,Pass
S05893,Male,16,Master,Medium,No,Quiet,2.68,98.1,5.4,3.4,100,58.1,0,No,43,63.9,61,52.8,50.8,2.05,Pass
S05894,Male,18,Bachelor,Medium,Yes,Quiet,4,72.5,7.84,0.8,83.2,89.6,2,Yes,84.1,78,81.4,82.7,79.1,3.32,Pass
S05895,Male,16,High School,Low,Yes,Moderate,1.46,94.9,6.14,3.4,63,59.3,1,Yes,37.1,24.8,42.5,39.1,36,1.21,Fail
S05896,Male,16,High School,High,Yes,Moderate,3.22,68.8,8,5.7,50.5,69.4,1,Yes,43.6,37.7,67.7,49.2,51.6,1.5,Pass
S05897,Female,17,Bachelor,Medium,Yes,Quiet,1.58,100,6.54,1.7,98,90,2,No,38.9,39.6,45,52.1,44.2,1.71,Fail
S05898,Male,17,Master,High,Yes,Quiet,2.87,61.1,7,1.5,60.7,64.8,3,No,61,56.2,75.3,66.2,64.9,2.68,Pass
S05899,Male,15,High School,Low,Yes,Noisy,1.27,89.7,6.83,4.2,82.8,82,3,No,54,38.6,35.1,45.2,44.6,1.4,Fail
S05900,Male,16,High School,Low,Yes,Moderate,4.31,78.4,7.19,2.6,62.1,80.4,2,No,38.6,42.6,48.6,44.3,43.7,1.68,Fail
S05901,Female,18,High School,Medium,Yes,Quiet,2.53,83.3,6.51,0.7,82.2,62.7,2,No,37,35.5,31.2,38.8,34,1.69,Fail
S05902,Female,17,High School,Medium,Yes,Moderate,4.09,83.6,8.04,3,84.7,65.8,1,No,55.2,63,69.4,50.7,60.4,2.1,Pass
S05903,Female,17,High School,High,Yes,Quiet,2.91,91.1,6.83,2.8,92,49.5,2,No,45.5,49.4,44,37.6,38,1.64,Fail
S05904,Male,16,High School,Low,Yes,Moderate,0.79,65.4,7.36,1.6,78.6,28,2,No,21.8,30.3,39.7,41.5,32,1.17,Fail
S05905,Female,17,High School,Medium,Yes,Moderate,2.42,84.7,7.11,1.5,78.7,58.4,0,No,49.5,48.3,48.1,55,49.6,1.99,Fail
S05906,Male,17,High School,Low,Yes,Noisy,2.36,86.9,5.99,3.8,64,73.6,0,No,35.2,33.7,43.4,42.4,40.3,1.77,Fail
S05907,Male,18,Master,High,Yes,Moderate,2.98,78.4,8.35,1,76.2,51.7,2,No,80.1,56.4,63.5,49.4,62.9,2.62,Pass
S05908,Female,16,High School,Medium,Yes,Quiet,4.81,83.9,6.35,0.4,80.6,79.2,0,No,66.2,57.8,51,57.1,64.2,2.97,Pass
